paper_name,query,max_iterations,total_iterations_executed,iteration_number,questions_total,questions_correct,incorrect_questions,accuracy,acu_questions_total,acu_questions_correct,acu_accuracy,judgment,status,source_file
distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02,Rationale for the staged training methodology.,10,10,9,9,6,3,0.6667,4,3,0.7500,false,max_iterations_reached,distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02.json
distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02,Rationale for the staged training methodology.,10,10,10,9,5,4,0.5556,4,3,0.7500,false,max_iterations_reached,distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02.json
Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2,The practical challenges and solutions for stabilizing dot-product attention.,10,10,1,7,6,1,0.8571,2,2,1.0000,false,max_iterations_reached,Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2.json
Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2,The practical challenges and solutions for stabilizing dot-product attention.,10,10,2,7,5,2,0.7143,2,2,1.0000,false,max_iterations_reached,Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2.json
Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2,The practical challenges and solutions for stabilizing dot-product attention.,10,10,3,7,3,4,0.4286,2,1,0.5000,false,max_iterations_reached,Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2.json
Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2,The practical challenges and solutions for stabilizing dot-product attention.,10,10,4,7,5,2,0.7143,2,2,1.0000,false,max_iterations_reached,Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2.json
Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2,The practical challenges and solutions for stabilizing dot-product attention.,10,10,5,7,3,4,0.4286,2,1,0.5000,false,max_iterations_reached,Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2.json
Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2,The practical challenges and solutions for stabilizing dot-product attention.,10,10,6,7,5,2,0.7143,2,2,1.0000,false,max_iterations_reached,Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2.json
Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2,The practical challenges and solutions for stabilizing dot-product attention.,10,10,7,7,5,2,0.7143,2,2,1.0000,false,max_iterations_reached,Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2.json
Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2,The practical challenges and solutions for stabilizing dot-product attention.,10,10,8,7,2,5,0.2857,2,1,0.5000,false,max_iterations_reached,Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2.json
Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2,The practical challenges and solutions for stabilizing dot-product attention.,10,10,9,7,4,3,0.5714,2,1,0.5000,false,max_iterations_reached,Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2.json
Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2,The practical challenges and solutions for stabilizing dot-product attention.,10,10,10,7,5,2,0.7143,2,2,1.0000,false,max_iterations_reached,Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2.json
Reinforcement-Learning-for-Reasoning-in-Small-LLMs--The-impact-of-output-length-constraints--9b997542,The impact of output length constraints on the stability and efficacy of training LLMs for complex reasoning tasks.,10,10,1,10,5,5,0.5000,5,3,0.6000,false,max_iterations_reached,Reinforcement-Learning-for-Reasoning-in-Small-LLMs--The-impact-of-output-length-constraints--9b997542.json
Reinforcement-Learning-for-Reasoning-in-Small-LLMs--The-impact-of-output-length-constraints--9b997542,The impact of output length constraints on the stability and efficacy of training LLMs for complex reasoning tasks.,10,10,2,10,5,5,0.5000,5,2,0.4000,false,max_iterations_reached,Reinforcement-Learning-for-Reasoning-in-Small-LLMs--The-impact-of-output-length-constraints--9b997542.json
Reinforcement-Learning-for-Reasoning-in-Small-LLMs--The-impact-of-output-length-constraints--9b997542,The impact of output length constraints on the stability and efficacy of training LLMs for complex reasoning tasks.,10,10,3,10,1,9,0.1000,5,1,0.2000,false,max_iterations_reached,Reinforcement-Learning-for-Reasoning-in-Small-LLMs--The-impact-of-output-length-constraints--9b997542.json
Reinforcement-Learning-for-Reasoning-in-Small-LLMs--The-impact-of-output-length-constraints--9b997542,The impact of output length constraints on the stability and efficacy of training LLMs for complex reasoning tasks.,10,10,4,10,1,9,0.1000,5,1,0.2000,false,max_iterations_reached,Reinforcement-Learning-for-Reasoning-in-Small-LLMs--The-impact-of-output-length-constraints--9b997542.json
Reinforcement-Learning-for-Reasoning-in-Small-LLMs--The-impact-of-output-length-constraints--9b997542,The impact of output length constraints on the stability and efficacy of training LLMs for complex reasoning tasks.,10,10,5,10,3,7,0.3000,5,1,0.2000,false,max_iterations_reached,Reinforcement-Learning-for-Reasoning-in-Small-LLMs--The-impact-of-output-length-constraints--9b997542.json
Reinforcement-Learning-for-Reasoning-in-Small-LLMs--The-impact-of-output-length-constraints--9b997542,The impact of output length constraints on the stability and efficacy of training LLMs for complex reasoning tasks.,10,10,6,10,8,2,0.8000,5,4,0.8000,false,max_iterations_reached,Reinforcement-Learning-for-Reasoning-in-Small-LLMs--The-impact-of-output-length-constraints--9b997542.json
Reinforcement-Learning-for-Reasoning-in-Small-LLMs--The-impact-of-output-length-constraints--9b997542,The impact of output length constraints on the stability and efficacy of training LLMs for complex reasoning tasks.,10,10,7,10,2,8,0.2000,5,1,0.2000,false,max_iterations_reached,Reinforcement-Learning-for-Reasoning-in-Small-LLMs--The-impact-of-output-length-constraints--9b997542.json
Reinforcement-Learning-for-Reasoning-in-Small-LLMs--The-impact-of-output-length-constraints--9b997542,The impact of output length constraints on the stability and efficacy of training LLMs for complex reasoning tasks.,10,10,8,10,5,5,0.5000,5,2,0.4000,false,max_iterations_reached,Reinforcement-Learning-for-Reasoning-in-Small-LLMs--The-impact-of-output-length-constraints--9b997542.json
Reinforcement-Learning-for-Reasoning-in-Small-LLMs--The-impact-of-output-length-constraints--9b997542,The impact of output length constraints on the stability and efficacy of training LLMs for complex reasoning tasks.,10,10,9,10,5,5,0.5000,5,3,0.6000,false,max_iterations_reached,Reinforcement-Learning-for-Reasoning-in-Small-LLMs--The-impact-of-output-length-constraints--9b997542.json
Reinforcement-Learning-for-Reasoning-in-Small-LLMs--The-impact-of-output-length-constraints--9b997542,The impact of output length constraints on the stability and efficacy of training LLMs for complex reasoning tasks.,10,10,10,10,4,6,0.4000,5,2,0.4000,false,max_iterations_reached,Reinforcement-Learning-for-Reasoning-in-Small-LLMs--The-impact-of-output-length-constraints--9b997542.json
rStar-Math--The-role-of-code-execution-as-a-verifier--efa78a8f,The role of code execution as a verifier for synthetic reasoning data.,10,1,1,8,8,0,1.0000,3,3,1.0000,true,completed,rStar-Math--The-role-of-code-execution-as-a-verifier--efa78a8f.json
Reinforcement-Learning-for-Reasoning-in-Small-LLMs--Strategies-for-curating-compact-datasets--6cb0e347,Strategies for curating compact datasets by balancing problem difficulty to enhance RL training efficiency under resource constraints.,10,10,1,9,3,6,0.3333,4,2,0.5000,false,max_iterations_reached,Reinforcement-Learning-for-Reasoning-in-Small-LLMs--Strategies-for-curating-compact-datasets--6cb0e347.json
Reinforcement-Learning-for-Reasoning-in-Small-LLMs--Strategies-for-curating-compact-datasets--6cb0e347,Strategies for curating compact datasets by balancing problem difficulty to enhance RL training efficiency under resource constraints.,10,10,2,9,9,0,1.0000,4,4,1.0000,true,max_iterations_reached,Reinforcement-Learning-for-Reasoning-in-Small-LLMs--Strategies-for-curating-compact-datasets--6cb0e347.json
Reinforcement-Learning-for-Reasoning-in-Small-LLMs--Strategies-for-curating-compact-datasets--6cb0e347,Strategies for curating compact datasets by balancing problem difficulty to enhance RL training efficiency under resource constraints.,10,10,3,9,3,6,0.3333,4,2,0.5000,false,max_iterations_reached,Reinforcement-Learning-for-Reasoning-in-Small-LLMs--Strategies-for-curating-compact-datasets--6cb0e347.json
Reinforcement-Learning-for-Reasoning-in-Small-LLMs--Strategies-for-curating-compact-datasets--6cb0e347,Strategies for curating compact datasets by balancing problem difficulty to enhance RL training efficiency under resource constraints.,10,10,4,9,4,5,0.4444,4,2,0.5000,false,max_iterations_reached,Reinforcement-Learning-for-Reasoning-in-Small-LLMs--Strategies-for-curating-compact-datasets--6cb0e347.json
Reinforcement-Learning-for-Reasoning-in-Small-LLMs--Strategies-for-curating-compact-datasets--6cb0e347,Strategies for curating compact datasets by balancing problem difficulty to enhance RL training efficiency under resource constraints.,10,10,5,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Reinforcement-Learning-for-Reasoning-in-Small-LLMs--Strategies-for-curating-compact-datasets--6cb0e347.json
Reinforcement-Learning-for-Reasoning-in-Small-LLMs--Strategies-for-curating-compact-datasets--6cb0e347,Strategies for curating compact datasets by balancing problem difficulty to enhance RL training efficiency under resource constraints.,10,10,6,9,8,1,0.8889,4,4,1.0000,false,max_iterations_reached,Reinforcement-Learning-for-Reasoning-in-Small-LLMs--Strategies-for-curating-compact-datasets--6cb0e347.json
Reinforcement-Learning-for-Reasoning-in-Small-LLMs--Strategies-for-curating-compact-datasets--6cb0e347,Strategies for curating compact datasets by balancing problem difficulty to enhance RL training efficiency under resource constraints.,10,10,7,9,3,6,0.3333,4,2,0.5000,false,max_iterations_reached,Reinforcement-Learning-for-Reasoning-in-Small-LLMs--Strategies-for-curating-compact-datasets--6cb0e347.json
Reinforcement-Learning-for-Reasoning-in-Small-LLMs--Strategies-for-curating-compact-datasets--6cb0e347,Strategies for curating compact datasets by balancing problem difficulty to enhance RL training efficiency under resource constraints.,10,10,8,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Reinforcement-Learning-for-Reasoning-in-Small-LLMs--Strategies-for-curating-compact-datasets--6cb0e347.json
Reinforcement-Learning-for-Reasoning-in-Small-LLMs--Strategies-for-curating-compact-datasets--6cb0e347,Strategies for curating compact datasets by balancing problem difficulty to enhance RL training efficiency under resource constraints.,10,10,9,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Reinforcement-Learning-for-Reasoning-in-Small-LLMs--Strategies-for-curating-compact-datasets--6cb0e347.json
Reinforcement-Learning-for-Reasoning-in-Small-LLMs--Strategies-for-curating-compact-datasets--6cb0e347,Strategies for curating compact datasets by balancing problem difficulty to enhance RL training efficiency under resource constraints.,10,10,10,9,4,5,0.4444,4,1,0.2500,false,max_iterations_reached,Reinforcement-Learning-for-Reasoning-in-Small-LLMs--Strategies-for-curating-compact-datasets--6cb0e347.json
Learn-Beyond-The-Answer--A-framework-for-categorizing-mathematica--c882a37d,"A framework for categorizing mathematical reasoning skills in language models, from basic forward reasoning to complex reflective capabilities.",10,10,1,9,5,4,0.5556,4,1,0.2500,false,max_iterations_reached,Learn-Beyond-The-Answer--A-framework-for-categorizing-mathematica--c882a37d.json
Learn-Beyond-The-Answer--A-framework-for-categorizing-mathematica--c882a37d,"A framework for categorizing mathematical reasoning skills in language models, from basic forward reasoning to complex reflective capabilities.",10,10,2,9,6,3,0.6667,4,1,0.2500,false,max_iterations_reached,Learn-Beyond-The-Answer--A-framework-for-categorizing-mathematica--c882a37d.json
Learn-Beyond-The-Answer--A-framework-for-categorizing-mathematica--c882a37d,"A framework for categorizing mathematical reasoning skills in language models, from basic forward reasoning to complex reflective capabilities.",10,10,3,9,9,0,1.0000,4,4,1.0000,true,max_iterations_reached,Learn-Beyond-The-Answer--A-framework-for-categorizing-mathematica--c882a37d.json
Learn-Beyond-The-Answer--A-framework-for-categorizing-mathematica--c882a37d,"A framework for categorizing mathematical reasoning skills in language models, from basic forward reasoning to complex reflective capabilities.",10,10,4,9,5,4,0.5556,4,1,0.2500,false,max_iterations_reached,Learn-Beyond-The-Answer--A-framework-for-categorizing-mathematica--c882a37d.json
Learn-Beyond-The-Answer--A-framework-for-categorizing-mathematica--c882a37d,"A framework for categorizing mathematical reasoning skills in language models, from basic forward reasoning to complex reflective capabilities.",10,10,5,9,9,0,1.0000,4,4,1.0000,true,max_iterations_reached,Learn-Beyond-The-Answer--A-framework-for-categorizing-mathematica--c882a37d.json
Learn-Beyond-The-Answer--A-framework-for-categorizing-mathematica--c882a37d,"A framework for categorizing mathematical reasoning skills in language models, from basic forward reasoning to complex reflective capabilities.",10,10,6,9,6,3,0.6667,4,1,0.2500,false,max_iterations_reached,Learn-Beyond-The-Answer--A-framework-for-categorizing-mathematica--c882a37d.json
Learn-Beyond-The-Answer--A-framework-for-categorizing-mathematica--c882a37d,"A framework for categorizing mathematical reasoning skills in language models, from basic forward reasoning to complex reflective capabilities.",10,10,7,9,5,4,0.5556,4,1,0.2500,false,max_iterations_reached,Learn-Beyond-The-Answer--A-framework-for-categorizing-mathematica--c882a37d.json
Learn-Beyond-The-Answer--A-framework-for-categorizing-mathematica--c882a37d,"A framework for categorizing mathematical reasoning skills in language models, from basic forward reasoning to complex reflective capabilities.",10,10,8,9,9,0,1.0000,4,4,1.0000,true,max_iterations_reached,Learn-Beyond-The-Answer--A-framework-for-categorizing-mathematica--c882a37d.json
Learn-Beyond-The-Answer--A-framework-for-categorizing-mathematica--c882a37d,"A framework for categorizing mathematical reasoning skills in language models, from basic forward reasoning to complex reflective capabilities.",10,10,9,9,5,4,0.5556,4,1,0.2500,false,max_iterations_reached,Learn-Beyond-The-Answer--A-framework-for-categorizing-mathematica--c882a37d.json
Learn-Beyond-The-Answer--A-framework-for-categorizing-mathematica--c882a37d,"A framework for categorizing mathematical reasoning skills in language models, from basic forward reasoning to complex reflective capabilities.",10,10,10,9,6,3,0.6667,4,1,0.2500,false,max_iterations_reached,Learn-Beyond-The-Answer--A-framework-for-categorizing-mathematica--c882a37d.json
Rethinking-Training-Signals-in-RLVR--The-role-of-optimization-algorithm-artif--0817c253,"The role of optimization algorithm artifacts, specifically the clipping mechanism in GRPO, in creating a directional training signal from pure noise.",10,2,1,8,7,1,0.8750,3,3,1.0000,false,completed,Rethinking-Training-Signals-in-RLVR--The-role-of-optimization-algorithm-artif--0817c253.json
Rethinking-Training-Signals-in-RLVR--The-role-of-optimization-algorithm-artif--0817c253,"The role of optimization algorithm artifacts, specifically the clipping mechanism in GRPO, in creating a directional training signal from pure noise.",10,2,2,8,8,0,1.0000,3,3,1.0000,true,completed,Rethinking-Training-Signals-in-RLVR--The-role-of-optimization-algorithm-artif--0817c253.json
Forget-What-You-Know-about-LLMs--The-paper-s-critique-of-a-leaderboard-ce--075b77c9,The paper's critique of a leaderboard-centric evaluation culture in NLP.,10,4,1,10,8,2,0.8000,5,3,0.6000,false,completed,Forget-What-You-Know-about-LLMs--The-paper-s-critique-of-a-leaderboard-ce--075b77c9.json
Forget-What-You-Know-about-LLMs--The-paper-s-critique-of-a-leaderboard-ce--075b77c9,The paper's critique of a leaderboard-centric evaluation culture in NLP.,10,4,2,10,9,1,0.9000,5,4,0.8000,false,completed,Forget-What-You-Know-about-LLMs--The-paper-s-critique-of-a-leaderboard-ce--075b77c9.json
Forget-What-You-Know-about-LLMs--The-paper-s-critique-of-a-leaderboard-ce--075b77c9,The paper's critique of a leaderboard-centric evaluation culture in NLP.,10,4,3,10,9,1,0.9000,5,4,0.8000,false,completed,Forget-What-You-Know-about-LLMs--The-paper-s-critique-of-a-leaderboard-ce--075b77c9.json
Forget-What-You-Know-about-LLMs--The-paper-s-critique-of-a-leaderboard-ce--075b77c9,The paper's critique of a leaderboard-centric evaluation culture in NLP.,10,4,4,10,10,0,1.0000,5,5,1.0000,true,completed,Forget-What-You-Know-about-LLMs--The-paper-s-critique-of-a-leaderboard-ce--075b77c9.json
Learn-Beyond-The-Answer--The-interplay-between-data-quantity--qua--e7576f9e,"The interplay between data quantity, quality, and complexity in fine-tuning language models for mathematical tasks.",10,10,1,8,4,4,0.5000,3,1,0.3333,false,max_iterations_reached,Learn-Beyond-The-Answer--The-interplay-between-data-quantity--qua--e7576f9e.json
Learn-Beyond-The-Answer--The-interplay-between-data-quantity--qua--e7576f9e,"The interplay between data quantity, quality, and complexity in fine-tuning language models for mathematical tasks.",10,10,2,8,6,2,0.7500,3,1,0.3333,false,max_iterations_reached,Learn-Beyond-The-Answer--The-interplay-between-data-quantity--qua--e7576f9e.json
Learn-Beyond-The-Answer--The-interplay-between-data-quantity--qua--e7576f9e,"The interplay between data quantity, quality, and complexity in fine-tuning language models for mathematical tasks.",10,10,3,8,5,3,0.6250,3,1,0.3333,false,max_iterations_reached,Learn-Beyond-The-Answer--The-interplay-between-data-quantity--qua--e7576f9e.json
Learn-Beyond-The-Answer--The-interplay-between-data-quantity--qua--e7576f9e,"The interplay between data quantity, quality, and complexity in fine-tuning language models for mathematical tasks.",10,10,4,8,8,0,1.0000,3,3,1.0000,true,max_iterations_reached,Learn-Beyond-The-Answer--The-interplay-between-data-quantity--qua--e7576f9e.json
Learn-Beyond-The-Answer--The-interplay-between-data-quantity--qua--e7576f9e,"The interplay between data quantity, quality, and complexity in fine-tuning language models for mathematical tasks.",10,10,5,8,4,4,0.5000,3,1,0.3333,false,max_iterations_reached,Learn-Beyond-The-Answer--The-interplay-between-data-quantity--qua--e7576f9e.json
Learn-Beyond-The-Answer--The-interplay-between-data-quantity--qua--e7576f9e,"The interplay between data quantity, quality, and complexity in fine-tuning language models for mathematical tasks.",10,10,6,8,3,5,0.3750,3,0,0.0000,false,max_iterations_reached,Learn-Beyond-The-Answer--The-interplay-between-data-quantity--qua--e7576f9e.json
Learn-Beyond-The-Answer--The-interplay-between-data-quantity--qua--e7576f9e,"The interplay between data quantity, quality, and complexity in fine-tuning language models for mathematical tasks.",10,10,7,8,3,5,0.3750,3,0,0.0000,false,max_iterations_reached,Learn-Beyond-The-Answer--The-interplay-between-data-quantity--qua--e7576f9e.json
Learn-Beyond-The-Answer--The-interplay-between-data-quantity--qua--e7576f9e,"The interplay between data quantity, quality, and complexity in fine-tuning language models for mathematical tasks.",10,10,8,8,4,4,0.5000,3,0,0.0000,false,max_iterations_reached,Learn-Beyond-The-Answer--The-interplay-between-data-quantity--qua--e7576f9e.json
Learn-Beyond-The-Answer--The-interplay-between-data-quantity--qua--e7576f9e,"The interplay between data quantity, quality, and complexity in fine-tuning language models for mathematical tasks.",10,10,9,8,3,5,0.3750,3,0,0.0000,false,max_iterations_reached,Learn-Beyond-The-Answer--The-interplay-between-data-quantity--qua--e7576f9e.json
Learn-Beyond-The-Answer--The-interplay-between-data-quantity--qua--e7576f9e,"The interplay between data quantity, quality, and complexity in fine-tuning language models for mathematical tasks.",10,10,10,8,3,5,0.3750,3,0,0.0000,false,max_iterations_reached,Learn-Beyond-The-Answer--The-interplay-between-data-quantity--qua--e7576f9e.json
Attention-Is-All-You-Need--Enhancing-representational-power-through--acbe6f5f,"Enhancing representational power through parallel, subspace-specific attention.",10,10,1,8,8,0,1.0000,3,3,1.0000,true,max_iterations_reached,Attention-Is-All-You-Need--Enhancing-representational-power-through--acbe6f5f.json
Attention-Is-All-You-Need--Enhancing-representational-power-through--acbe6f5f,"Enhancing representational power through parallel, subspace-specific attention.",10,10,2,8,3,5,0.3750,3,1,0.3333,false,max_iterations_reached,Attention-Is-All-You-Need--Enhancing-representational-power-through--acbe6f5f.json
Attention-Is-All-You-Need--Enhancing-representational-power-through--acbe6f5f,"Enhancing representational power through parallel, subspace-specific attention.",10,10,3,8,4,4,0.5000,3,1,0.3333,false,max_iterations_reached,Attention-Is-All-You-Need--Enhancing-representational-power-through--acbe6f5f.json
Attention-Is-All-You-Need--Enhancing-representational-power-through--acbe6f5f,"Enhancing representational power through parallel, subspace-specific attention.",10,10,4,8,4,4,0.5000,3,1,0.3333,false,max_iterations_reached,Attention-Is-All-You-Need--Enhancing-representational-power-through--acbe6f5f.json
Attention-Is-All-You-Need--Enhancing-representational-power-through--acbe6f5f,"Enhancing representational power through parallel, subspace-specific attention.",10,10,5,8,4,4,0.5000,3,1,0.3333,false,max_iterations_reached,Attention-Is-All-You-Need--Enhancing-representational-power-through--acbe6f5f.json
Attention-Is-All-You-Need--Enhancing-representational-power-through--acbe6f5f,"Enhancing representational power through parallel, subspace-specific attention.",10,10,6,8,4,4,0.5000,3,1,0.3333,false,max_iterations_reached,Attention-Is-All-You-Need--Enhancing-representational-power-through--acbe6f5f.json
Attention-Is-All-You-Need--Enhancing-representational-power-through--acbe6f5f,"Enhancing representational power through parallel, subspace-specific attention.",10,10,7,8,4,4,0.5000,3,1,0.3333,false,max_iterations_reached,Attention-Is-All-You-Need--Enhancing-representational-power-through--acbe6f5f.json
Attention-Is-All-You-Need--Enhancing-representational-power-through--acbe6f5f,"Enhancing representational power through parallel, subspace-specific attention.",10,10,8,8,3,5,0.3750,3,1,0.3333,false,max_iterations_reached,Attention-Is-All-You-Need--Enhancing-representational-power-through--acbe6f5f.json
Attention-Is-All-You-Need--Enhancing-representational-power-through--acbe6f5f,"Enhancing representational power through parallel, subspace-specific attention.",10,10,9,8,3,5,0.3750,3,1,0.3333,false,max_iterations_reached,Attention-Is-All-You-Need--Enhancing-representational-power-through--acbe6f5f.json
Attention-Is-All-You-Need--Enhancing-representational-power-through--acbe6f5f,"Enhancing representational power through parallel, subspace-specific attention.",10,10,10,8,4,4,0.5000,3,1,0.3333,false,max_iterations_reached,Attention-Is-All-You-Need--Enhancing-representational-power-through--acbe6f5f.json
Hierarchical-Reasoning-Model--Mechanisms-for-achieving-and-leveraging--3a79a915,"Mechanisms for achieving and leveraging effective computational depth, using ""hierarchical convergence"" to overcome the vanishing gradient and premature convergence problems in recurrent systems.",10,10,1,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Hierarchical-Reasoning-Model--Mechanisms-for-achieving-and-leveraging--3a79a915.json
Hierarchical-Reasoning-Model--Mechanisms-for-achieving-and-leveraging--3a79a915,"Mechanisms for achieving and leveraging effective computational depth, using ""hierarchical convergence"" to overcome the vanishing gradient and premature convergence problems in recurrent systems.",10,10,2,9,7,2,0.7778,4,3,0.7500,false,max_iterations_reached,Hierarchical-Reasoning-Model--Mechanisms-for-achieving-and-leveraging--3a79a915.json
Hierarchical-Reasoning-Model--Mechanisms-for-achieving-and-leveraging--3a79a915,"Mechanisms for achieving and leveraging effective computational depth, using ""hierarchical convergence"" to overcome the vanishing gradient and premature convergence problems in recurrent systems.",10,10,3,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Hierarchical-Reasoning-Model--Mechanisms-for-achieving-and-leveraging--3a79a915.json
Hierarchical-Reasoning-Model--Mechanisms-for-achieving-and-leveraging--3a79a915,"Mechanisms for achieving and leveraging effective computational depth, using ""hierarchical convergence"" to overcome the vanishing gradient and premature convergence problems in recurrent systems.",10,10,4,9,6,3,0.6667,4,2,0.5000,false,max_iterations_reached,Hierarchical-Reasoning-Model--Mechanisms-for-achieving-and-leveraging--3a79a915.json
Hierarchical-Reasoning-Model--Mechanisms-for-achieving-and-leveraging--3a79a915,"Mechanisms for achieving and leveraging effective computational depth, using ""hierarchical convergence"" to overcome the vanishing gradient and premature convergence problems in recurrent systems.",10,10,5,9,8,1,0.8889,4,3,0.7500,false,max_iterations_reached,Hierarchical-Reasoning-Model--Mechanisms-for-achieving-and-leveraging--3a79a915.json
Hierarchical-Reasoning-Model--Mechanisms-for-achieving-and-leveraging--3a79a915,"Mechanisms for achieving and leveraging effective computational depth, using ""hierarchical convergence"" to overcome the vanishing gradient and premature convergence problems in recurrent systems.",10,10,6,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Hierarchical-Reasoning-Model--Mechanisms-for-achieving-and-leveraging--3a79a915.json
Hierarchical-Reasoning-Model--Mechanisms-for-achieving-and-leveraging--3a79a915,"Mechanisms for achieving and leveraging effective computational depth, using ""hierarchical convergence"" to overcome the vanishing gradient and premature convergence problems in recurrent systems.",10,10,7,9,8,1,0.8889,4,4,1.0000,false,max_iterations_reached,Hierarchical-Reasoning-Model--Mechanisms-for-achieving-and-leveraging--3a79a915.json
Hierarchical-Reasoning-Model--Mechanisms-for-achieving-and-leveraging--3a79a915,"Mechanisms for achieving and leveraging effective computational depth, using ""hierarchical convergence"" to overcome the vanishing gradient and premature convergence problems in recurrent systems.",10,10,8,9,6,3,0.6667,4,3,0.7500,false,max_iterations_reached,Hierarchical-Reasoning-Model--Mechanisms-for-achieving-and-leveraging--3a79a915.json
Hierarchical-Reasoning-Model--Mechanisms-for-achieving-and-leveraging--3a79a915,"Mechanisms for achieving and leveraging effective computational depth, using ""hierarchical convergence"" to overcome the vanishing gradient and premature convergence problems in recurrent systems.",10,10,9,9,7,2,0.7778,4,3,0.7500,false,max_iterations_reached,Hierarchical-Reasoning-Model--Mechanisms-for-achieving-and-leveraging--3a79a915.json
Hierarchical-Reasoning-Model--Mechanisms-for-achieving-and-leveraging--3a79a915,"Mechanisms for achieving and leveraging effective computational depth, using ""hierarchical convergence"" to overcome the vanishing gradient and premature convergence problems in recurrent systems.",10,10,10,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Hierarchical-Reasoning-Model--Mechanisms-for-achieving-and-leveraging--3a79a915.json
Forget-What-You-Know-about-LLMs--The-paradox-of-high-accuracy-as-an-indic--a0ac1116,The paradox of high accuracy as an indicator of fragility.,10,10,1,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-paradox-of-high-accuracy-as-an-indic--a0ac1116.json
Forget-What-You-Know-about-LLMs--The-paradox-of-high-accuracy-as-an-indic--a0ac1116,The paradox of high accuracy as an indicator of fragility.,10,10,2,9,7,2,0.7778,4,4,1.0000,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-paradox-of-high-accuracy-as-an-indic--a0ac1116.json
Forget-What-You-Know-about-LLMs--The-paradox-of-high-accuracy-as-an-indic--a0ac1116,The paradox of high accuracy as an indicator of fragility.,10,10,3,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-paradox-of-high-accuracy-as-an-indic--a0ac1116.json
Forget-What-You-Know-about-LLMs--The-paradox-of-high-accuracy-as-an-indic--a0ac1116,The paradox of high accuracy as an indicator of fragility.,10,10,4,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-paradox-of-high-accuracy-as-an-indic--a0ac1116.json
Forget-What-You-Know-about-LLMs--The-paradox-of-high-accuracy-as-an-indic--a0ac1116,The paradox of high accuracy as an indicator of fragility.,10,10,5,9,6,3,0.6667,4,3,0.7500,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-paradox-of-high-accuracy-as-an-indic--a0ac1116.json
Forget-What-You-Know-about-LLMs--The-paradox-of-high-accuracy-as-an-indic--a0ac1116,The paradox of high accuracy as an indicator of fragility.,10,10,6,9,6,3,0.6667,4,3,0.7500,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-paradox-of-high-accuracy-as-an-indic--a0ac1116.json
Forget-What-You-Know-about-LLMs--The-paradox-of-high-accuracy-as-an-indic--a0ac1116,The paradox of high accuracy as an indicator of fragility.,10,10,7,9,8,1,0.8889,4,4,1.0000,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-paradox-of-high-accuracy-as-an-indic--a0ac1116.json
Forget-What-You-Know-about-LLMs--The-paradox-of-high-accuracy-as-an-indic--a0ac1116,The paradox of high accuracy as an indicator of fragility.,10,10,8,9,5,4,0.5556,4,2,0.5000,false,max_iterations_reached,Forget-What-You-Know-about-LLMs--The-paradox-of-high-accuracy-as-an-indic--a0ac1116.json
