paper_name,query,max_iterations,total_iterations_executed,iteration_number,questions_total,questions_correct,incorrect_questions,accuracy,acu_questions_total,acu_questions_correct,acu_accuracy,judgment,status,sections_to_highlight_size,source_file
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,10,10,5,8,7,1,0.8750,3,2,0.6667,true,max_iterations_reached,7,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,10,10,6,8,8,0,1.0000,3,3,1.0000,true,max_iterations_reached,7,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,10,10,7,8,5,3,0.6250,3,2,0.6667,false,max_iterations_reached,6,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,10,10,8,8,7,1,0.8750,3,2,0.6667,false,max_iterations_reached,7,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,10,10,9,8,6,2,0.7500,3,2,0.6667,false,max_iterations_reached,7,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2,The application of multi-objective evolutionary principles throughout the surveyed research.,10,10,10,8,7,1,0.8750,3,2,0.6667,false,max_iterations_reached,7,Evolutionary-Computation-LLM--The-application-of-multi-objective-evolu--7146c5b2.json
distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a,Methodology for fusing knowledge from heterogeneous teacher models.,10,5,1,9,4,5,0.4444,4,2,0.5000,false,completed,5,distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a.json
distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a,Methodology for fusing knowledge from heterogeneous teacher models.,10,5,2,9,8,1,0.8889,4,4,1.0000,false,completed,4,distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a.json
distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a,Methodology for fusing knowledge from heterogeneous teacher models.,10,5,3,9,7,2,0.7778,4,4,1.0000,false,completed,6,distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a.json
distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a,Methodology for fusing knowledge from heterogeneous teacher models.,10,5,4,9,6,3,0.6667,4,3,0.7500,false,completed,6,distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a.json
distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a,Methodology for fusing knowledge from heterogeneous teacher models.,10,5,5,9,9,0,1.0000,4,4,1.0000,true,completed,6,distillation-of-SOTA-embedding-models--Methodology-for-fusing-knowledge-from-he--8383474a.json
Attention-Is-All-You-Need--Computational-efficiency-and-theoretical--7fb32868,Computational efficiency and theoretical limits of sequence modeling.,10,10,1,8,2,6,0.2500,3,0,0.0000,false,max_iterations_reached,7,Attention-Is-All-You-Need--Computational-efficiency-and-theoretical--7fb32868.json
Attention-Is-All-You-Need--Computational-efficiency-and-theoretical--7fb32868,Computational efficiency and theoretical limits of sequence modeling.,10,10,2,8,3,5,0.3750,3,0,0.0000,false,max_iterations_reached,7,Attention-Is-All-You-Need--Computational-efficiency-and-theoretical--7fb32868.json
Attention-Is-All-You-Need--Computational-efficiency-and-theoretical--7fb32868,Computational efficiency and theoretical limits of sequence modeling.,10,10,3,8,3,5,0.3750,3,0,0.0000,false,max_iterations_reached,5,Attention-Is-All-You-Need--Computational-efficiency-and-theoretical--7fb32868.json
Attention-Is-All-You-Need--Computational-efficiency-and-theoretical--7fb32868,Computational efficiency and theoretical limits of sequence modeling.,10,10,4,8,3,5,0.3750,3,1,0.3333,false,max_iterations_reached,5,Attention-Is-All-You-Need--Computational-efficiency-and-theoretical--7fb32868.json
Attention-Is-All-You-Need--Computational-efficiency-and-theoretical--7fb32868,Computational efficiency and theoretical limits of sequence modeling.,10,10,5,8,4,4,0.5000,3,1,0.3333,false,max_iterations_reached,7,Attention-Is-All-You-Need--Computational-efficiency-and-theoretical--7fb32868.json
Attention-Is-All-You-Need--Computational-efficiency-and-theoretical--7fb32868,Computational efficiency and theoretical limits of sequence modeling.,10,10,6,8,2,6,0.2500,3,0,0.0000,false,max_iterations_reached,6,Attention-Is-All-You-Need--Computational-efficiency-and-theoretical--7fb32868.json
Attention-Is-All-You-Need--Computational-efficiency-and-theoretical--7fb32868,Computational efficiency and theoretical limits of sequence modeling.,10,10,7,8,2,6,0.2500,3,0,0.0000,false,max_iterations_reached,6,Attention-Is-All-You-Need--Computational-efficiency-and-theoretical--7fb32868.json
Attention-Is-All-You-Need--Computational-efficiency-and-theoretical--7fb32868,Computational efficiency and theoretical limits of sequence modeling.,10,10,8,8,2,6,0.2500,3,0,0.0000,false,max_iterations_reached,5,Attention-Is-All-You-Need--Computational-efficiency-and-theoretical--7fb32868.json
Attention-Is-All-You-Need--Computational-efficiency-and-theoretical--7fb32868,Computational efficiency and theoretical limits of sequence modeling.,10,10,9,8,2,6,0.2500,3,0,0.0000,false,max_iterations_reached,6,Attention-Is-All-You-Need--Computational-efficiency-and-theoretical--7fb32868.json
Attention-Is-All-You-Need--Computational-efficiency-and-theoretical--7fb32868,Computational efficiency and theoretical limits of sequence modeling.,10,10,10,8,3,5,0.3750,3,0,0.0000,false,max_iterations_reached,6,Attention-Is-All-You-Need--Computational-efficiency-and-theoretical--7fb32868.json
Hierarchical-Reasoning-Model--An-argument-against-the-architectural-an--13994ad4,"An argument against the architectural and computational limitations of the Transformer/Chain-of-Thought paradigm for genuine, latent algorithmic reasoning.",10,10,1,9,7,2,0.7778,4,3,0.7500,false,max_iterations_reached,7,Hierarchical-Reasoning-Model--An-argument-against-the-architectural-an--13994ad4.json
Hierarchical-Reasoning-Model--An-argument-against-the-architectural-an--13994ad4,"An argument against the architectural and computational limitations of the Transformer/Chain-of-Thought paradigm for genuine, latent algorithmic reasoning.",10,10,2,9,7,2,0.7778,4,2,0.5000,false,max_iterations_reached,5,Hierarchical-Reasoning-Model--An-argument-against-the-architectural-an--13994ad4.json
Hierarchical-Reasoning-Model--An-argument-against-the-architectural-an--13994ad4,"An argument against the architectural and computational limitations of the Transformer/Chain-of-Thought paradigm for genuine, latent algorithmic reasoning.",10,10,3,9,6,3,0.6667,4,1,0.2500,false,max_iterations_reached,5,Hierarchical-Reasoning-Model--An-argument-against-the-architectural-an--13994ad4.json
Hierarchical-Reasoning-Model--An-argument-against-the-architectural-an--13994ad4,"An argument against the architectural and computational limitations of the Transformer/Chain-of-Thought paradigm for genuine, latent algorithmic reasoning.",10,10,4,9,8,1,0.8889,4,3,0.7500,false,max_iterations_reached,5,Hierarchical-Reasoning-Model--An-argument-against-the-architectural-an--13994ad4.json
Hierarchical-Reasoning-Model--An-argument-against-the-architectural-an--13994ad4,"An argument against the architectural and computational limitations of the Transformer/Chain-of-Thought paradigm for genuine, latent algorithmic reasoning.",10,10,5,9,8,1,0.8889,4,3,0.7500,false,max_iterations_reached,6,Hierarchical-Reasoning-Model--An-argument-against-the-architectural-an--13994ad4.json
Hierarchical-Reasoning-Model--An-argument-against-the-architectural-an--13994ad4,"An argument against the architectural and computational limitations of the Transformer/Chain-of-Thought paradigm for genuine, latent algorithmic reasoning.",10,10,6,9,7,2,0.7778,4,2,0.5000,false,max_iterations_reached,6,Hierarchical-Reasoning-Model--An-argument-against-the-architectural-an--13994ad4.json
Hierarchical-Reasoning-Model--An-argument-against-the-architectural-an--13994ad4,"An argument against the architectural and computational limitations of the Transformer/Chain-of-Thought paradigm for genuine, latent algorithmic reasoning.",10,10,7,9,7,2,0.7778,4,2,0.5000,false,max_iterations_reached,7,Hierarchical-Reasoning-Model--An-argument-against-the-architectural-an--13994ad4.json
Hierarchical-Reasoning-Model--An-argument-against-the-architectural-an--13994ad4,"An argument against the architectural and computational limitations of the Transformer/Chain-of-Thought paradigm for genuine, latent algorithmic reasoning.",10,10,8,9,7,2,0.7778,4,2,0.5000,false,max_iterations_reached,7,Hierarchical-Reasoning-Model--An-argument-against-the-architectural-an--13994ad4.json
Hierarchical-Reasoning-Model--An-argument-against-the-architectural-an--13994ad4,"An argument against the architectural and computational limitations of the Transformer/Chain-of-Thought paradigm for genuine, latent algorithmic reasoning.",10,10,9,9,7,2,0.7778,4,3,0.7500,false,max_iterations_reached,7,Hierarchical-Reasoning-Model--An-argument-against-the-architectural-an--13994ad4.json
Hierarchical-Reasoning-Model--An-argument-against-the-architectural-an--13994ad4,"An argument against the architectural and computational limitations of the Transformer/Chain-of-Thought paradigm for genuine, latent algorithmic reasoning.",10,10,10,9,8,1,0.8889,4,3,0.7500,false,max_iterations_reached,7,Hierarchical-Reasoning-Model--An-argument-against-the-architectural-an--13994ad4.json
distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02,Rationale for the staged training methodology.,10,5,1,10,5,5,0.5000,5,2,0.4000,false,completed,5,distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02.json
distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02,Rationale for the staged training methodology.,10,5,2,10,8,2,0.8000,5,4,0.8000,false,completed,5,distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02.json
distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02,Rationale for the staged training methodology.,10,5,3,10,9,1,0.9000,5,5,1.0000,false,completed,6,distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02.json
distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02,Rationale for the staged training methodology.,10,5,4,10,9,1,0.9000,5,4,0.8000,false,completed,5,distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02.json
distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02,Rationale for the staged training methodology.,10,5,5,10,10,0,1.0000,5,5,1.0000,true,completed,5,distillation-of-SOTA-embedding-models--Rationale-for-the-staged-training-method--5c653b02.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",10,10,1,9,6,3,0.6667,4,3,0.7500,false,max_iterations_reached,5,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",10,10,2,9,6,3,0.6667,4,4,1.0000,false,max_iterations_reached,5,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",10,10,3,9,7,2,0.7778,4,3,0.7500,false,max_iterations_reached,5,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",10,10,4,9,7,2,0.7778,4,3,0.7500,false,max_iterations_reached,6,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",10,10,5,9,7,2,0.7778,4,3,0.7500,false,max_iterations_reached,5,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",10,10,6,9,6,3,0.6667,4,3,0.7500,false,max_iterations_reached,5,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",10,10,7,9,7,2,0.7778,4,3,0.7500,false,max_iterations_reached,5,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",10,10,8,9,7,2,0.7778,4,3,0.7500,false,max_iterations_reached,5,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",10,10,9,9,6,3,0.6667,4,3,0.7500,false,max_iterations_reached,7,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049,"Providing a single geometric framework that formally connects the subspace hypothesis (e.g., word2vec analogies) with the practical techniques of linear probing and activation steering.",10,10,10,9,5,4,0.5556,4,3,0.7500,false,max_iterations_reached,6,The-Linear-Representation-Hypothesis--Providing-a-single-geometric-framework-t--6955d049.json
The-Linear-Representation-Hypothesis--The-paper-as-a-solution-to-the-geometric--896d0c82,"The paper as a solution to the geometric unidentifiability of representation spaces, resolved by imposing a causal structure.",10,10,1,8,2,6,0.2500,3,1,0.3333,false,max_iterations_reached,5,The-Linear-Representation-Hypothesis--The-paper-as-a-solution-to-the-geometric--896d0c82.json
The-Linear-Representation-Hypothesis--The-paper-as-a-solution-to-the-geometric--896d0c82,"The paper as a solution to the geometric unidentifiability of representation spaces, resolved by imposing a causal structure.",10,10,2,8,4,4,0.5000,3,2,0.6667,false,max_iterations_reached,0,The-Linear-Representation-Hypothesis--The-paper-as-a-solution-to-the-geometric--896d0c82.json
The-Linear-Representation-Hypothesis--The-paper-as-a-solution-to-the-geometric--896d0c82,"The paper as a solution to the geometric unidentifiability of representation spaces, resolved by imposing a causal structure.",10,10,3,8,5,3,0.6250,3,3,1.0000,false,max_iterations_reached,0,The-Linear-Representation-Hypothesis--The-paper-as-a-solution-to-the-geometric--896d0c82.json
The-Linear-Representation-Hypothesis--The-paper-as-a-solution-to-the-geometric--896d0c82,"The paper as a solution to the geometric unidentifiability of representation spaces, resolved by imposing a causal structure.",10,10,4,8,4,4,0.5000,3,2,0.6667,false,max_iterations_reached,5,The-Linear-Representation-Hypothesis--The-paper-as-a-solution-to-the-geometric--896d0c82.json
The-Linear-Representation-Hypothesis--The-paper-as-a-solution-to-the-geometric--896d0c82,"The paper as a solution to the geometric unidentifiability of representation spaces, resolved by imposing a causal structure.",10,10,5,8,2,6,0.2500,3,2,0.6667,false,max_iterations_reached,5,The-Linear-Representation-Hypothesis--The-paper-as-a-solution-to-the-geometric--896d0c82.json
The-Linear-Representation-Hypothesis--The-paper-as-a-solution-to-the-geometric--896d0c82,"The paper as a solution to the geometric unidentifiability of representation spaces, resolved by imposing a causal structure.",10,10,6,8,5,3,0.6250,3,3,1.0000,false,max_iterations_reached,8,The-Linear-Representation-Hypothesis--The-paper-as-a-solution-to-the-geometric--896d0c82.json
The-Linear-Representation-Hypothesis--The-paper-as-a-solution-to-the-geometric--896d0c82,"The paper as a solution to the geometric unidentifiability of representation spaces, resolved by imposing a causal structure.",10,10,7,8,4,4,0.5000,3,2,0.6667,false,max_iterations_reached,6,The-Linear-Representation-Hypothesis--The-paper-as-a-solution-to-the-geometric--896d0c82.json
The-Linear-Representation-Hypothesis--The-paper-as-a-solution-to-the-geometric--896d0c82,"The paper as a solution to the geometric unidentifiability of representation spaces, resolved by imposing a causal structure.",10,10,8,8,3,5,0.3750,3,2,0.6667,false,max_iterations_reached,6,The-Linear-Representation-Hypothesis--The-paper-as-a-solution-to-the-geometric--896d0c82.json
The-Linear-Representation-Hypothesis--The-paper-as-a-solution-to-the-geometric--896d0c82,"The paper as a solution to the geometric unidentifiability of representation spaces, resolved by imposing a causal structure.",10,10,9,8,4,4,0.5000,3,1,0.3333,false,max_iterations_reached,6,The-Linear-Representation-Hypothesis--The-paper-as-a-solution-to-the-geometric--896d0c82.json
The-Linear-Representation-Hypothesis--The-paper-as-a-solution-to-the-geometric--896d0c82,"The paper as a solution to the geometric unidentifiability of representation spaces, resolved by imposing a causal structure.",10,10,10,8,5,3,0.6250,3,3,1.0000,false,max_iterations_reached,6,The-Linear-Representation-Hypothesis--The-paper-as-a-solution-to-the-geometric--896d0c82.json
Random-Teachers-are-Good-Teachers--The-role-of-the-input-data-distribution--6456f397,The role of the input data distribution in shaping the learned representations.,10,1,1,8,8,0,1.0000,3,3,1.0000,true,completed,6,Random-Teachers-are-Good-Teachers--The-role-of-the-input-data-distribution--6456f397.json
Learn-Beyond-The-Answer--Comparing-instance-dimension-vs--sequenc--fcee633a,Comparing instance-dimension vs. sequence-dimension data augmentation for enhancing LLM reasoning.,10,3,1,8,4,4,0.5000,3,2,0.6667,false,completed,5,Learn-Beyond-The-Answer--Comparing-instance-dimension-vs--sequenc--fcee633a.json
Learn-Beyond-The-Answer--Comparing-instance-dimension-vs--sequenc--fcee633a,Comparing instance-dimension vs. sequence-dimension data augmentation for enhancing LLM reasoning.,10,3,2,8,7,1,0.8750,3,3,1.0000,false,completed,6,Learn-Beyond-The-Answer--Comparing-instance-dimension-vs--sequenc--fcee633a.json
Learn-Beyond-The-Answer--Comparing-instance-dimension-vs--sequenc--fcee633a,Comparing instance-dimension vs. sequence-dimension data augmentation for enhancing LLM reasoning.,10,3,3,8,8,0,1.0000,3,3,1.0000,true,completed,7,Learn-Beyond-The-Answer--Comparing-instance-dimension-vs--sequenc--fcee633a.json
distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4,Self-distillation as a mechanism for post-hoc modality alignment.,10,10,1,7,3,4,0.4286,2,2,1.0000,false,max_iterations_reached,6,distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4.json
distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4,Self-distillation as a mechanism for post-hoc modality alignment.,10,10,2,7,5,2,0.7143,2,2,1.0000,false,max_iterations_reached,5,distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4.json
distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4,Self-distillation as a mechanism for post-hoc modality alignment.,10,10,3,7,5,2,0.7143,2,2,1.0000,false,max_iterations_reached,4,distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4.json
distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4,Self-distillation as a mechanism for post-hoc modality alignment.,10,10,4,7,3,4,0.4286,2,1,0.5000,false,max_iterations_reached,5,distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4.json
distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4,Self-distillation as a mechanism for post-hoc modality alignment.,10,10,5,7,5,2,0.7143,2,2,1.0000,false,max_iterations_reached,5,distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4.json
distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4,Self-distillation as a mechanism for post-hoc modality alignment.,10,10,6,7,6,1,0.8571,2,2,1.0000,false,max_iterations_reached,6,distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4.json
distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4,Self-distillation as a mechanism for post-hoc modality alignment.,10,10,7,7,5,2,0.7143,2,2,1.0000,false,max_iterations_reached,5,distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4.json
distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4,Self-distillation as a mechanism for post-hoc modality alignment.,10,10,8,7,4,3,0.5714,2,2,1.0000,false,max_iterations_reached,6,distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4.json
distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4,Self-distillation as a mechanism for post-hoc modality alignment.,10,10,9,7,6,1,0.8571,2,2,1.0000,false,max_iterations_reached,5,distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4.json
distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4,Self-distillation as a mechanism for post-hoc modality alignment.,10,10,10,7,2,5,0.2857,2,1,0.5000,false,max_iterations_reached,7,distillation-of-SOTA-embedding-models--Self-distillation-as-a-mechanism-for-pos--7acd8db4.json
MemOS--The-vision-for-a-collaborative-and-decen--a095cbf2,The vision for a collaborative and decentralized memory sharing ecosystem.,10,7,1,8,2,6,0.2500,3,1,0.3333,false,completed,7,MemOS--The-vision-for-a-collaborative-and-decen--a095cbf2.json
MemOS--The-vision-for-a-collaborative-and-decen--a095cbf2,The vision for a collaborative and decentralized memory sharing ecosystem.,10,7,2,8,6,2,0.7500,3,3,1.0000,false,completed,5,MemOS--The-vision-for-a-collaborative-and-decen--a095cbf2.json
MemOS--The-vision-for-a-collaborative-and-decen--a095cbf2,The vision for a collaborative and decentralized memory sharing ecosystem.,10,7,3,8,7,1,0.8750,3,3,1.0000,false,completed,5,MemOS--The-vision-for-a-collaborative-and-decen--a095cbf2.json
MemOS--The-vision-for-a-collaborative-and-decen--a095cbf2,The vision for a collaborative and decentralized memory sharing ecosystem.,10,7,4,8,7,1,0.8750,3,3,1.0000,false,completed,5,MemOS--The-vision-for-a-collaborative-and-decen--a095cbf2.json
MemOS--The-vision-for-a-collaborative-and-decen--a095cbf2,The vision for a collaborative and decentralized memory sharing ecosystem.,10,7,5,8,7,1,0.8750,3,3,1.0000,false,completed,5,MemOS--The-vision-for-a-collaborative-and-decen--a095cbf2.json
MemOS--The-vision-for-a-collaborative-and-decen--a095cbf2,The vision for a collaborative and decentralized memory sharing ecosystem.,10,7,6,8,7,1,0.8750,3,3,1.0000,false,completed,3,MemOS--The-vision-for-a-collaborative-and-decen--a095cbf2.json
MemOS--The-vision-for-a-collaborative-and-decen--a095cbf2,The vision for a collaborative and decentralized memory sharing ecosystem.,10,7,7,8,8,0,1.0000,3,3,1.0000,true,completed,6,MemOS--The-vision-for-a-collaborative-and-decen--a095cbf2.json
rStar-Math--Novel-training-methodologies-for-process--790a985f,Novel training methodologies for process reward models that bypass noisy score annotation.,10,10,1,8,4,4,0.5000,3,2,0.6667,false,max_iterations_reached,3,rStar-Math--Novel-training-methodologies-for-process--790a985f.json
rStar-Math--Novel-training-methodologies-for-process--790a985f,Novel training methodologies for process reward models that bypass noisy score annotation.,10,10,2,8,6,2,0.7500,3,2,0.6667,false,max_iterations_reached,3,rStar-Math--Novel-training-methodologies-for-process--790a985f.json
rStar-Math--Novel-training-methodologies-for-process--790a985f,Novel training methodologies for process reward models that bypass noisy score annotation.,10,10,3,8,6,2,0.7500,3,2,0.6667,false,max_iterations_reached,2,rStar-Math--Novel-training-methodologies-for-process--790a985f.json
rStar-Math--Novel-training-methodologies-for-process--790a985f,Novel training methodologies for process reward models that bypass noisy score annotation.,10,10,4,8,7,1,0.8750,3,2,0.6667,true,max_iterations_reached,5,rStar-Math--Novel-training-methodologies-for-process--790a985f.json
rStar-Math--Novel-training-methodologies-for-process--790a985f,Novel training methodologies for process reward models that bypass noisy score annotation.,10,10,5,8,5,3,0.6250,3,2,0.6667,false,max_iterations_reached,3,rStar-Math--Novel-training-methodologies-for-process--790a985f.json
rStar-Math--Novel-training-methodologies-for-process--790a985f,Novel training methodologies for process reward models that bypass noisy score annotation.,10,10,6,8,7,1,0.8750,3,2,0.6667,true,max_iterations_reached,7,rStar-Math--Novel-training-methodologies-for-process--790a985f.json
rStar-Math--Novel-training-methodologies-for-process--790a985f,Novel training methodologies for process reward models that bypass noisy score annotation.,10,10,7,8,6,2,0.7500,3,2,0.6667,false,max_iterations_reached,5,rStar-Math--Novel-training-methodologies-for-process--790a985f.json
rStar-Math--Novel-training-methodologies-for-process--790a985f,Novel training methodologies for process reward models that bypass noisy score annotation.,10,10,8,8,5,3,0.6250,3,2,0.6667,false,max_iterations_reached,6,rStar-Math--Novel-training-methodologies-for-process--790a985f.json
rStar-Math--Novel-training-methodologies-for-process--790a985f,Novel training methodologies for process reward models that bypass noisy score annotation.,10,10,9,8,6,2,0.7500,3,2,0.6667,false,max_iterations_reached,3,rStar-Math--Novel-training-methodologies-for-process--790a985f.json
rStar-Math--Novel-training-methodologies-for-process--790a985f,Novel training methodologies for process reward models that bypass noisy score annotation.,10,10,10,8,5,3,0.6250,3,2,0.6667,false,max_iterations_reached,5,rStar-Math--Novel-training-methodologies-for-process--790a985f.json
Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2,The practical challenges and solutions for stabilizing dot-product attention.,10,10,1,8,3,5,0.3750,3,1,0.3333,false,max_iterations_reached,5,Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2.json
Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2,The practical challenges and solutions for stabilizing dot-product attention.,10,10,2,8,4,4,0.5000,3,2,0.6667,false,max_iterations_reached,7,Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2.json
Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2,The practical challenges and solutions for stabilizing dot-product attention.,10,10,3,8,5,3,0.6250,3,2,0.6667,false,max_iterations_reached,3,Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2.json
Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2,The practical challenges and solutions for stabilizing dot-product attention.,10,10,4,8,5,3,0.6250,3,2,0.6667,false,max_iterations_reached,7,Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2.json
Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2,The practical challenges and solutions for stabilizing dot-product attention.,10,10,5,8,5,3,0.6250,3,2,0.6667,false,max_iterations_reached,5,Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2.json
Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2,The practical challenges and solutions for stabilizing dot-product attention.,10,10,6,8,5,3,0.6250,3,2,0.6667,false,max_iterations_reached,5,Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2.json
Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2,The practical challenges and solutions for stabilizing dot-product attention.,10,10,7,8,4,4,0.5000,3,2,0.6667,false,max_iterations_reached,6,Attention-Is-All-You-Need--The-practical-challenges-and-solutions-f--955809f2.json
